IWM (iShares Russell 2000 Index (ETF)),145.42,-1.61
Jul 16 2020 @ 13:52 ET,Bid,145.43,Ask,145.44,Size,5x21,Vol,13530506
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
07/17/2020,IWM200717C00104000,41.45,0,41.22,41.63,0,0.05,1,0.0028,9,104.000,IWM200717P00104000,0.01,0,0,0.01,1,2.001,-0.001,0.0002,2809
07/17/2020,IWM200717C00105000,32.95,0,40.23,40.64,0,0.02,1,0.0028,158,105.000,IWM200717P00105000,0.01,0,0,0.01,0,2.001,-0.0014,0.0003,10502
07/17/2020,IWM200717C00106000,35.57,0,39.23,39.65,0,0.05,1,0.003,8,106.000,IWM200717P00106000,0.01,0.005,0,0.01,1,1.876,-0.001,0.0002,5100
07/17/2020,IWM200717C00107000,32.19,0,38.23,38.65,0,2.001,0.9976,0.0005,65,107.000,IWM200717P00107000,0.03,0,0,0.01,0,1.8584,-0.0012,0.0003,2993
07/17/2020,IWM200717C00108000,37.26,0,37.23,37.63,0,0.05,1,0.003,10,108.000,IWM200717P00108000,0.02,0,0,0.01,0,1.8321,-0.0014,0.0003,4577
07/17/2020,IWM200717C00109000,29.01,0,36.23,36.65,0,0.05,1,0.0002,4,109.000,IWM200717P00109000,0.02,0,0,0.01,0,1.7172,-0.0011,0.0003,684
07/17/2020,IWM200717C00110000,36.84,0,35.22,35.65,0,1.8022,0.9978,0.0005,324,110.000,IWM200717P00110000,0.01,0.005,0,0.01,1,1.6971,-0.0013,0.0003,23807
07/17/2020,IWM200717C00111000,25.45,0,34.23,34.65,0,1.7491,0.9977,0.0005,34,111.000,IWM200717P00111000,0.01,0,0,0.01,0,1.5744,-0.0008,0.0002,926
07/17/2020,IWM200717C00112000,31.98,0,33.23,33.65,0,1.7571,0.9969,0.0007,22,112.000,IWM200717P00112000,0.02,0.015,0,0.01,1,1.626,-0.0016,0.0004,10466
07/17/2020,IWM200717C00113000,28.87,0,32.23,32.65,0,0.02,1,0.0036,0,113.000,IWM200717P00113000,0.01,0,0,0.01,0,1.501,-0.001,0.0003,4175
07/17/2020,IWM200717C00114000,32.53,-1.02,31.22,31.65,1,0.02,1,0.0009,19,114.000,IWM200717P00114000,0.01,0,0,0.01,0,1.501,-0.0015,0.0004,7419
07/17/2020,IWM200717C00115000,31.02,-1.53,30.23,30.63,1,0.05,1,0.0004,216,115.000,IWM200717P00115000,0.01,0,0,0.01,0,1.376,-0.0009,0.0003,30004
07/17/2020,IWM200717C00116000,30.71,0,29.23,29.64,0,0.05,1,0.0039,95,116.000,IWM200717P00116000,0.03,0,0,0.01,0,1.376,-0.0013,0.0004,2138
07/17/2020,IWM200717C00117000,25.5,0,28.24,28.57,0,0.02,1,0.0043,209,117.000,IWM200717P00117000,0.01,0,0,0.01,0,1.376,-0.0019,0.0005,12356
07/17/2020,IWM200717C00118000,28.36,0,27.24,27.64,0,1.4828,0.9951,0.0012,85,118.000,IWM200717P00118000,0.01,0.005,0,0.01,10,1.251,-0.0011,0.0004,8982
07/17/2020,IWM200717C00119000,26.69,0,26.33,26.58,0,0.02,1,0.0042,74,119.000,IWM200717P00119000,0.01,0.005,0,0.01,1,1.251,-0.0017,0.0005,11288
07/17/2020,IWM200717C00120000,25.56,-1.99,25.24,25.63,2,1.3303,0.9959,0.0011,495,120.000,IWM200717P00120000,0.01,0.005,0,0.01,37,1.1885,-0.0016,0.0005,31642
07/17/2020,IWM200717C00121000,25.08,-1.47,24.24,24.63,2,0.05,1,0.0007,202,121.000,IWM200717P00121000,0.02,0.01,0,0.01,3,1.126,-0.0014,0.0005,6424
07/17/2020,IWM200717C00122000,25.14,0,23.22,23.64,0,1.1474,0.9974,0.0009,98,122.000,IWM200717P00122000,0.03,0.025,0,0.01,5,1.126,-0.0022,0.0008,11102
07/17/2020,IWM200717C00123000,22.54,-2.005,22.24,22.63,4,1.0464,0.9983,0.0007,199,123.000,IWM200717P00123000,0.01,-0.005,0,0.01,3,1.001,-0.0011,0.0005,12858
07/17/2020,IWM200717C00124000,21.63,0,21.24,21.65,0,0.02,1,0.0058,100,124.000,IWM200717P00124000,0.01,0,0,0.01,10,1.001,-0.0018,0.0007,15098
07/17/2020,IWM200717C00125000,20.48,-2.09,20.26,20.57,16,0.02,1,0.0062,104,125.000,IWM200717P00125000,0.03,0.025,0,0.01,79,0.9335,-0.0016,0.0007,45539
07/17/2020,IWM200717C00126000,19.94,-1.62,19.25,19.58,1,0.02,1,0.0061,1886,126.000,IWM200717P00126000,0.01,-0.015,0,0.01,12,0.9132,-0.0022,0.0009,21142
07/17/2020,IWM200717C00127000,12.1,0,18.23,18.66,0,0.05,1,0.0025,227,127.000,IWM200717P00127000,0.01,0.005,0,0.01,15,0.8738,-0.0024,0.001,9410
07/17/2020,IWM200717C00128000,17.44,-2.115,17.25,17.54,12,0.02,1,0.0051,496,128.000,IWM200717P00128000,0.03,0.015,0,0.01,97,0.7962,-0.0018,0.0009,10064
07/17/2020,IWM200717C00129000,18.03,0,16.23,16.6,0,0.02,1,0.0013,303,129.000,IWM200717P00129000,0.01,-0.02,0,0.01,34,0.7523,-0.0019,0.001,28739
07/17/2020,IWM200717C00130000,15.35,-2.22,15.26,15.59,22,0.02,1,0.0082,1516,130.000,IWM200717P00130000,0.01,-0.015,0,0.01,146,0.7391,-0.0029,0.0015,33615
07/17/2020,IWM200717C00131000,16.37,0,14.26,14.55,0,0.02,1,0.0093,4856,131.000,IWM200717P00131000,0.02,-0.02,0.01,0.02,41,0.7877,-0.0078,0.0034,11958
07/17/2020,IWM200717C00132000,13.25,-2.32,13.32,13.56,2,0.02,1,0.0105,1604,132.000,IWM200717P00132000,0.02,-0.025,0.01,0.02,132,0.734,-0.008,0.0037,36683
07/17/2020,IWM200717C00133000,12.47,-2.13,12.27,12.56,3,0.02,1,0.0117,12304,133.000,IWM200717P00133000,0.02,-0.035,0.01,0.03,179,0.6926,-0.0094,0.0045,40732
07/17/2020,IWM200717C00134000,11.6,-1.985,11.33,11.54,52,0.02,1,0.0094,1514,134.000,IWM200717P00134000,0.02,-0.045,0.02,0.03,11712,0.6731,-0.0133,0.0063,32011
07/17/2020,IWM200717C00135000,10.6,-2.02,10.35,10.56,86,0.6601,0.9799,0.0092,5427,135.000,IWM200717P00135000,0.04,-0.045,0.03,0.04,1172,0.6481,-0.0181,0.0085,46605
07/17/2020,IWM200717C00135500,12.05,0,9.78,10.08,0,0.02,1,0.0107,9,135.500,IWM200717P00135500,0.05,-0.04,0.03,0.05,6,0.6331,-0.0208,0.0098,693
07/17/2020,IWM200717C00136000,9.64,-2.01,9.38,9.57,17,0.5458,0.9873,0.0075,2063,136.000,IWM200717P00136000,0.04,-0.065,0.04,0.05,558,0.614,-0.0232,0.0111,25342
07/17/2020,IWM200717C00136500,8.57,0,8.81,9.08,0,0.02,1,0.0114,29,136.500,IWM200717P00136500,0.07,-0.04,0.05,0.06,76,0.6065,-0.0282,0.0132,3416
07/17/2020,IWM200717C00137000,8.26,-2.41,8.39,8.58,58,0.5598,0.974,0.0134,5445,137.000,IWM200717P00137000,0.04,-0.085,0.06,0.07,6173,0.5946,-0.0345,0.0159,24976
07/17/2020,IWM200717C00137500,8.08,-2.09,7.81,8.1,13,0.05,1,0,107,137.500,IWM200717P00137500,0.08,-0.065,0.06,0.07,163,0.5664,-0.0354,0.0171,734
07/17/2020,IWM200717C00138000,7.22,-2.49,7.39,7.59,36,0.5501,0.9584,0.0201,8379,138.000,IWM200717P00138000,0.07,-0.095,0.07,0.08,612,0.551,-0.0411,0.0198,38970
07/17/2020,IWM200717C00138500,6.91,-2.32,6.9,7.11,8,0.5368,0.9509,0.0235,951,138.500,IWM200717P00138500,0.08,-0.105,0.08,0.09,94,0.5315,-0.0468,0.0228,1852
07/17/2020,IWM200717C00139000,6.66,-2.125,6.42,6.62,47,0.4875,0.9547,0.0243,2174,139.000,IWM200717P00139000,0.1,-0.12,0.09,0.11,1588,0.5192,-0.0556,0.0268,18674
07/17/2020,IWM200717C00139500,6.15,-2.16,5.97,6.13,3,0.5045,0.9341,0.0315,1445,139.500,IWM200717P00139500,0.12,-0.13,0.11,0.12,110,0.5059,-0.0664,0.0316,1124
07/17/2020,IWM200717C00140000,5.53,-2.315,5.5,5.67,181,0.5131,0.9114,0.0388,30800,140.000,IWM200717P00140000,0.15,-0.135,0.14,0.15,14517,0.4968,-0.0815,0.0377,55334
07/17/2020,IWM200717C00140500,5.06,-2.32,5.03,5.21,6,0.4776,0.9067,0.0433,763,140.500,IWM200717P00140500,0.19,-0.14,0.18,0.19,132,0.4853,-0.0968,0.0438,1469
07/17/2020,IWM200717C00141000,4.91,-2.025,4.58,4.74,171,0.4681,0.8869,0.0509,5787,141.000,IWM200717P00141000,0.21,-0.17,0.21,0.23,3162,0.4781,-0.118,0.0513,21442
07/17/2020,IWM200717C00141500,4.22,-2.27,4.15,4.29,16,0.4729,0.8561,0.0595,1291,141.500,IWM200717P00141500,0.26,-0.18,0.28,0.29,168,0.4727,-0.1438,0.0595,2681
07/17/2020,IWM200717C00142000,3.99,-2.075,3.73,3.85,265,0.4664,0.8266,0.0682,9713,142.000,IWM200717P00142000,0.31,-0.185,0.34,0.36,1698,0.4641,-0.1722,0.0682,24196
07/17/2020,IWM200717C00142500,3.71,-1.92,3.32,3.43,84,0.4662,0.7873,0.0773,2299,142.500,IWM200717P00142500,0.42,-0.165,0.43,0.45,315,0.4624,-0.2082,0.0769,2589
07/17/2020,IWM200717C00143000,3.17,-2.055,2.93,3.04,380,0.4484,0.7574,0.0866,18297,143.000,IWM200717P00143000,0.59,-0.075,0.54,0.56,28761,0.4594,-0.2486,0.0856,15081
07/17/2020,IWM200717C00143500,2.66,-2.165,2.57,2.65,16,0.4521,0.7089,0.0941,7116,143.500,IWM200717P00143500,0.72,-0.05,0.67,0.69,405,0.456,-0.2926,0.0936,1195
07/17/2020,IWM200717C00144000,2.42,-2.015,2.23,2.3,283,0.4517,0.6597,0.1007,15154,144.000,IWM200717P00144000,0.78,-0.095,0.82,0.84,3756,0.4498,-0.3397,0.1011,12015
07/17/2020,IWM200717C00144500,1.99,-2.06,1.92,1.97,93,0.4467,0.6087,0.1067,4901,144.500,IWM200717P00144500,1.02,0.025,1.01,1.03,1141,0.449,-0.3918,0.1062,1641
07/17/2020,IWM200717C00145000,1.61,-2.08,1.65,1.68,6009,0.4428,0.5557,0.1107,25048,145.000,IWM200717P00145000,1.23,0.1,1.21,1.24,5479,0.4445,-0.4456,0.1103,23794
07/17/2020,IWM200717C00145500,1.53,-1.805,1.37,1.4,915,0.443,0.4988,0.1118,2867,145.500,IWM200717P00145500,1.48,0.195,1.43,1.48,2949,0.4409,-0.5012,0.1123,1386
07/17/2020,IWM200717C00146000,1.12,-1.895,1.14,1.17,3794,0.4409,0.4429,0.1111,16340,146.000,IWM200717P00146000,1.76,0.295,1.7,1.75,4246,0.4432,-0.5567,0.1106,6713
07/17/2020,IWM200717C00146500,1.17,-1.535,0.94,0.96,1119,0.4422,0.3887,0.1076,1388,146.500,IWM200717P00146500,1.92,0.265,1.99,2.04,359,0.4376,-0.6125,0.1086,708
07/17/2020,IWM200717C00147000,0.8,-1.62,0.76,0.78,1658,0.4396,0.3357,0.1029,7889,147.000,IWM200717P00147000,2.23,0.365,2.31,2.39,2085,0.4368,-0.6654,0.1035,3889
07/17/2020,IWM200717C00147500,0.63,-1.52,0.61,0.64,447,0.4397,0.286,0.096,2408,147.500,IWM200717P00147500,2.5,0.4,2.66,2.75,195,0.4433,-0.7119,0.0955,610
07/17/2020,IWM200717C00148000,0.49,-1.415,0.5,0.52,3787,0.4445,0.2418,0.0872,7155,148.000,IWM200717P00148000,2.89,0.54,3.03,3.13,628,0.4487,-0.7543,0.0871,2671
07/17/2020,IWM200717C00148500,0.47,-1.205,0.4,0.42,1310,0.4479,0.2046,0.0786,4429,148.500,IWM200717P00148500,3.03,0.41,3.43,3.54,23,0.4567,-0.7907,0.0782,572
07/17/2020,IWM200717C00149000,0.32,-1.145,0.32,0.33,2398,0.4527,0.171,0.0696,13080,149.000,IWM200717P00149000,4,1.085,3.84,3.96,131,0.4554,-0.8275,0.0696,1277
07/17/2020,IWM200717C00149500,0.31,-0.96,0.26,0.27,456,0.4595,0.1417,0.0606,2162,149.500,IWM200717P00149500,3.76,0.53,4.25,4.43,82,0.4784,-0.8468,0.0613,47
07/17/2020,IWM200717C00150000,0.22,-0.87,0.21,0.22,6505,0.464,0.1177,0.0528,64480,150.000,IWM200717P00150000,4.56,1.015,4.7,4.85,1153,0.4542,-0.8885,0.0519,16884
07/17/2020,IWM200717C00151000,0.13,-0.665,0.12,0.13,884,0.466,0.0751,0.0377,8576,151.000,IWM200717P00151000,5.64,1.4,5.6,5.79,154,0.4833,-0.9172,0.0392,1595
07/17/2020,IWM200717C00152000,0.1,-0.46,0.07,0.08,1022,0.4763,0.0489,0.0264,10206,152.000,IWM200717P00152000,6.74,1.72,6.54,6.74,78,0.4995,-0.9429,0.0285,763
07/17/2020,IWM200717C00152500,0.06,-0.405,0.05,0.06,69,0.4754,0.0372,0.0212,1112,152.500,IWM200717P00152500,6.76,1.335,7.02,7.3,1,0.5382,-0.9422,0.0267,27
07/17/2020,IWM200717C00153000,0.05,-0.335,0.04,0.05,2288,0.484,0.0304,0.0176,8624,153.000,IWM200717P00153000,6.65,0.82,7.52,7.72,35,0.467,-0.9746,0.0158,1697
07/17/2020,IWM200717C00153500,0.04,-0.28,0.03,0.04,38,0.4575,0.0173,0.0116,980,153.500,IWM200717P00153500,9.7,0,7.99,8.28,0,0.5624,-0.9568,0.0202,2
07/17/2020,IWM200717C00154000,0.02,-0.24,0.02,0.03,664,0.4898,0.0178,0.0111,4118,154.000,IWM200717P00154000,8.35,1.645,8.49,8.72,59,0.5351,-0.9721,0.0148,629
07/17/2020,IWM200717C00154500,0.02,-0.19,0.01,0.02,65,0.4734,0.0111,0.0076,607,154.500,IWM200717P00154500,11.11,0,8.95,9.27,0,0.5798,-0.9689,0.015,1
07/17/2020,IWM200717C00155000,0.01,-0.16,0.01,0.02,189,0.4981,0.011,0.0072,38315,155.000,IWM200717P00155000,9.6,1.98,9.49,9.69,36,0.5463,-0.9816,0.0103,2488
07/17/2020,IWM200717C00156000,0.01,-0.1,0.01,0.02,590,0.5388,0.0099,0.0061,7497,156.000,IWM200717P00156000,9.88,1.31,10.47,10.75,2,0.6131,-0.9798,0.0099,556
07/17/2020,IWM200717C00157000,0.02,-0.055,0,0.01,101,0.4954,0.0028,0.0022,7646,157.000,IWM200717P00157000,11.64,2.105,11.46,11.74,13,0.6822,-0.9775,0.0097,247
07/17/2020,IWM200717C00157500,0.01,-0.055,0,0.01,7,0.5158,0.0028,0.0021,328,157.500,IWM200717P00157500,0,0,11.96,12.26,0,0.7259,-0.975,0.01,0
07/17/2020,IWM200717C00158000,0.01,-0.035,0,0.01,52,0.5343,0.0027,0.0019,12785,158.000,IWM200717P00158000,10.95,0,12.47,12.75,0,0.7509,-0.9756,0.0095,181
07/17/2020,IWM200717C00158500,0.01,-0.03,0,0.01,6,0.5504,0.0025,0.0018,1286,158.500,IWM200717P00158500,0,0,12.97,13.23,0,0.7894,-0.974,0.0095,0
07/17/2020,IWM200717C00159000,0.01,-0.02,0,0.01,12,0.5668,0.0024,0.0016,3347,159.000,IWM200717P00159000,11.56,0,13.47,13.74,0,0.7995,-0.9767,0.0086,233
07/17/2020,IWM200717C00160000,0.01,-0.005,0,0.01,127,0.6017,0.0022,0.0014,32808,160.000,IWM200717P00160000,13.85,1.39,14.43,14.73,1,0.7769,-0.9859,0.0057,4135
07/17/2020,IWM200717C00161000,0.01,0,0,0.01,19,0.6374,0.0021,0.0013,5159,161.000,IWM200717P00161000,15.4,0,15.43,15.78,0,0.8584,-0.9827,0.0062,63
07/17/2020,IWM200717C00162000,0.01,0,0,0.01,15,0.6704,0.002,0.0012,5620,162.000,IWM200717P00162000,20.8,0,16.35,16.76,0,0,-0.9865,0.0049,51
07/17/2020,IWM200717C00163000,0.01,0.005,0,0.01,45,0.7067,0.0019,0.0011,8361,163.000,IWM200717P00163000,17.3,0,17.4,17.78,0,0.9086,-0.9874,0.0045,50
07/17/2020,IWM200717C00164000,0.01,0.005,0,0.01,10,0.7379,0.0018,0.001,21222,164.000,IWM200717P00164000,18.45,1.985,18.46,18.77,13,1.012,-0.9827,0.0052,52
07/17/2020,IWM200717C00165000,0.01,0.005,0,0.01,20,0.7742,0.0018,0.0009,10563,165.000,IWM200717P00165000,22.42,0,19.42,19.78,0,0.9261,-0.9926,0.0027,2136
07/17/2020,IWM200717C00166000,0.01,0,0,0.01,0,0.8063,0.0017,0.0008,4695,166.000,IWM200717P00166000,22.19,0,20.35,20.78,0,1.0322,-0.9888,0.0035,29
07/17/2020,IWM200717C00167000,0.01,0,0,0.01,0,0.8332,0.0015,0.0007,5701,167.000,IWM200717P00167000,23.45,0,21.35,21.78,0,1.0635,-0.9897,0.0032,78
07/17/2020,IWM200717C00168000,0.01,0,0,0.01,0,0.87,0.0015,0.0007,3323,168.000,IWM200717P00168000,27.28,0,22.36,22.78,0,0.967,-0.9961,0.0015,104
07/17/2020,IWM200717C00169000,0.01,0,0,0.01,0,0.8977,0.0014,0.0006,1874,169.000,IWM200717P00169000,25.47,0,23.44,23.77,0,1.2197,-0.9856,0.0037,2
07/17/2020,IWM200717C00170000,0.01,0,0,0.01,0,0.9515,0.0017,0.0007,34588,170.000,IWM200717P00170000,23.5,0,24.43,24.76,0,1.0635,-0.9956,0.0015,40
07/17/2020,IWM200717C00171000,0.02,0,0,0.01,0,0.9815,0.0016,0.0007,597,171.000,IWM200717P00171000,30.31,0,25.36,25.78,0,0,-0.9927,0.0021,1
07/17/2020,IWM200717C00172000,0.01,0,0,0.01,0,1.0255,0.0017,0.0007,869,172.000,IWM200717P00172000,31.21,0,26.35,26.78,0,1.3121,-0.9884,0.0029,2
07/17/2020,IWM200717C00173000,0.01,0,0,0.01,0,1.0255,0.0012,0.0005,555,173.000,IWM200717P00173000,32.6,0,27.42,27.78,0,1.3479,-0.9889,0.0027,0
07/17/2020,IWM200717C00174000,0.01,0,0,0.01,0,1.1474,0.0027,0.0009,258,174.000,IWM200717P00174000,0,0,28.41,28.76,0,1.3404,-0.9913,0.0022,0
07/17/2020,IWM200717C00175000,0.02,0,0,0.01,0,1.1474,0.002,0.0007,10383,175.000,IWM200717P00175000,39.62,0,29.35,29.77,0,0,-1,0.0007,2
07/17/2020,IWM200717C00176000,0.01,0,0,0.01,0,1.1474,0.0015,0.0005,494,176.000,IWM200717P00176000,0,0,30.37,30.77,0,0,-1,0.0011,0
07/17/2020,IWM200717C00177000,0.01,0,0,0.01,0,1.1474,0.0011,0.0004,1191,177.000,IWM200717P00177000,0,0,31.37,31.77,0,0,-1,0.0005,0
07/17/2020,IWM200717C00178000,0.01,0,0,0.01,0,1.2694,0.0023,0.0007,43,178.000,IWM200717P00178000,0,0,32.37,32.77,0,0,-1,0.001,0
07/17/2020,IWM200717C00179000,0.08,0,0,0.01,0,1.2694,0.0018,0.0006,335,179.000,IWM200717P00179000,0,0,33.37,33.77,0,0,-1,0.0008,0
07/17/2020,IWM200717C00180000,0.02,0,0,0.01,0,1.2694,0.0014,0.0004,1221,180.000,IWM200717P00180000,38.2,0,34.36,34.77,0,0,-1,0.0004,1
07/17/2020,IWM200717C00181000,0.01,0,0,0.01,0,1.2694,0.0011,0.0003,18,181.000,IWM200717P00181000,43.7,0,35.36,35.77,0,0,-1,0.0015,0
07/17/2020,IWM200717C00182000,0.01,0,0,0.01,0,1.3913,0.0021,0.0006,6410,182.000,IWM200717P00182000,38.9,0,36.35,36.77,0,0,-0.997,0.0008,1
07/17/2020,IWM200717C00183000,0.02,0,0,0.01,0,1.3913,0.0016,0.0005,7585,183.000,IWM200717P00183000,0,0,37.38,37.77,0,1.3671,-0.9986,0.0004,15
07/17/2020,IWM200717C00184000,0.05,0,0,0.01,0,1.3913,0.0013,0.0004,5,184.000,IWM200717P00184000,44.53,0,38.35,38.78,0,0,-0.9985,0.0004,1
07/17/2020,IWM200717C00185000,0.02,0,0,0.01,0,1.3913,0.001,0.0003,167,185.000,IWM200717P00185000,43.52,0,39.38,39.77,0,1.6035,-0.9961,0.0009,1
07/17/2020,IWM200717C00190000,0.01,0,0,0.01,0,1.5132,0.0008,0.0002,18281,190.000,IWM200717P00190000,47.41,0,44.37,44.77,0,0,-1,0.0006,3
07/17/2020,IWM200717C00195000,0.01,0,0,0.01,0,1.7125,0.0012,0.0003,75,195.000,IWM200717P00195000,63.43,0,49.37,49.77,0,1.7699,-0.9984,0.0004,0
07/17/2020,IWM200717C00200000,0.01,0,0,0.01,0,1.8658,0.0012,0.0003,254,200.000,IWM200717P00200000,0,0,54.37,54.77,0,0,-1,0.0003,0
07/17/2020,IWM200717C00205000,0,0,0,0.01,0,2.001,0.0012,0.0002,1,205.000,IWM200717P00205000,0,0,59.37,59.77,0,0,-1,0.0003,0
07/17/2020,IWM200717C00210000,0,0,0,0.01,0,2.1484,0.0012,0.0002,1,210.000,IWM200717P00210000,67.47,0,64.37,64.77,0,0,-1,0.0003,3
07/17/2020,IWM200717C00215000,0.01,0,0,0.01,0,2.1945,0.0008,0.0002,1,215.000,IWM200717P00215000,74.17,0,69.37,69.77,0,0,-1,0.0002,1
07/17/2020,IWM200717C00220000,0.01,0,0,0.01,0,2.2771,0.0006,0.0001,4,220.000,IWM200717P00220000,0,0,74.36,74.77,0,0,-1,0.0001,0
07/24/2020,IWM200724C00070000,0,0,75.33,75.54,0,0.05,1,0.0014,0,70.000,IWM200724P00070000,0.01,0,0,0.01,0,1.501,-0.0004,0,8
07/24/2020,IWM200724C00075000,0,0,70.33,70.54,0,0.02,1,0.0015,0,75.000,IWM200724P00075000,0.05,0,0,0.01,0,1.376,-0.0004,0.0001,138
07/24/2020,IWM200724C00080000,0,0,65.33,65.54,0,0.05,1,0.0017,0,80.000,IWM200724P00080000,0.02,0,0,0.01,0,1.251,-0.0005,0.0001,35
07/24/2020,IWM200724C00085000,0,0,60.27,60.6,0,1.2953,0.998,0.0002,0,85.000,IWM200724P00085000,0.01,0,0,0.01,0,1.126,-0.0005,0.0001,21
07/24/2020,IWM200724C00090000,0,0,55.27,55.61,0,2.0674,0.9564,0.0021,0,90.000,IWM200724P00090000,0.02,0,0,0.01,0,1.001,-0.0005,0.0001,126
07/24/2020,IWM200724C00095000,0,0,50.29,50.57,0,0.02,1,0.0023,0,95.000,IWM200724P00095000,0.02,0,0,0.01,0,0.9314,-0.0009,0.0001,205
07/24/2020,IWM200724C00100000,0,0,45.27,45.6,0,0.8886,0.9981,0.0003,0,100.000,IWM200724P00100000,0.03,0,0,0.01,0,0.8303,-0.001,0.0002,1352
