AAPL (Apple Inc.),385.44,-5.46
Jul 16 2020 @ 13:52 ET,Bid,385.41,Ask,385.44,Size,1x1,Vol,9594254
Expiration Date,Calls,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int,Strike,Puts,Last Sale,Net,Bid,Ask,Vol,IV,Delta,Gamma,Open Int
07/17/2020,AAPL200717C00190000,178,0,194.9,196.1,0,4.5034,0.9985,0.0001,62,190.000,AAPL200717P00190000,0.01,0,0,0.01,0,4.001,-0.0005,0,1624
07/17/2020,AAPL200717C00195000,200.77,0,190.3,190.6,0,8.8634,0.9488,0.0006,23,195.000,AAPL200717P00195000,0.01,0,0,0.01,0,3.501,-0.0002,0,1148
07/17/2020,AAPL200717C00200000,184.25,-6.45,185.3,185.6,11,0.02,1,0.0006,129,200.000,AAPL200717P00200000,0.01,0,0,0.01,0,3.501,-0.0003,0,5349
07/17/2020,AAPL200717C00205000,179.25,0,180.3,180.65,0,3.7423,0.9992,0,161,205.000,AAPL200717P00205000,0.01,0,0,0.01,0,3.501,-0.0004,0,509
07/17/2020,AAPL200717C00210000,175.4,0,175.3,175.65,0,0.02,1,0.0006,2616,210.000,AAPL200717P00210000,0.01,0,0,0.01,0,3.251,-0.0003,0,1804
07/17/2020,AAPL200717C00215000,171.3,0,170.3,170.6,0,6.9393,0.9565,0.0006,165,215.000,AAPL200717P00215000,0.03,0,0,0.01,0,3.001,-0.0002,0,1230
07/17/2020,AAPL200717C00220000,174.26,0,165.3,165.6,0,0.02,1,0.0007,277,220.000,AAPL200717P00220000,0.01,0.005,0,0.01,100,2.9242,-0.0002,0,2270
07/17/2020,AAPL200717C00225000,170,0,160.3,160.65,0,6.2317,0.9584,0.0007,367,225.000,AAPL200717P00225000,0.01,0,0,0.01,0,2.7934,-0.0002,0,1790
07/17/2020,AAPL200717C00230000,155.78,-4.945,155.3,155.65,1,3.0881,0.999,0,305,230.000,AAPL200717P00230000,0.01,0.005,0,0.01,5,2.6695,-0.0002,0,2114
07/17/2020,AAPL200717C00235000,152.7,0,150.3,150.6,0,5.5727,0.9606,0.0007,209,235.000,AAPL200717P00235000,0.01,0.005,0,0.01,10,2.5693,-0.0002,0,2732
07/17/2020,AAPL200717C00240000,145.95,-4.825,145.3,145.6,2,0.02,1,0.0008,290,240.000,AAPL200717P00240000,0.01,0,0,0.01,0,2.5057,-0.0002,0,5574
07/17/2020,AAPL200717C00245000,140.52,-5.23,140.3,140.6,6,2.8098,0.9986,0.0001,685,245.000,AAPL200717P00245000,0.01,0,0,0.01,0,2.4124,-0.0003,0,3520
07/17/2020,AAPL200717C00250000,138.08,-2.67,135.3,135.6,2,0.02,1,0.0009,1216,250.000,AAPL200717P00250000,0.01,0,0,0.01,0,2.2946,-0.0003,0,7975
07/17/2020,AAPL200717C00255000,129.66,-6.115,130.3,130.65,7,4.6285,0.9591,0.0009,469,255.000,AAPL200717P00255000,0.05,0.045,0,0.01,3,2.2171,-0.0003,0,2990
07/17/2020,AAPL200717C00260000,125.82,-4.955,125.3,125.65,16,4.4197,0.9582,0.0009,1063,260.000,AAPL200717P00260000,0.01,0,0,0.01,0,2.1372,-0.0004,0,5944
07/17/2020,AAPL200717C00265000,120.55,-5.225,120.3,120.65,3,2.4633,0.9976,0.0001,694,265.000,AAPL200717P00265000,0.01,0.005,0,0.01,1,2.001,-0.0003,0,5766
07/17/2020,AAPL200717C00270000,114.56,-6.215,115.3,115.65,8,3.9346,0.9592,0.001,1955,270.000,AAPL200717P00270000,0.01,0,0,0.01,0,2.001,-0.0006,0,9363
07/17/2020,AAPL200717C00275000,110.7,-5.075,110.3,110.65,1,2.0322,0.9989,0.0001,1266,275.000,AAPL200717P00275000,0.01,0.005,0,0.01,3,1.8565,-0.0004,0,6880
07/17/2020,AAPL200717C00280000,104,-6.75,105.3,105.65,15,3.4101,0.9632,0.0011,2293,280.000,AAPL200717P00280000,0.01,0.005,0,0.01,15,1.8102,-0.0006,0.0001,7426
07/17/2020,AAPL200717C00285000,100.84,-4.935,100.3,100.65,79,2.1389,0.9955,0.0003,1420,285.000,AAPL200717P00285000,0.01,0,0,0.01,0,1.6775,-0.0005,0,8704
07/17/2020,AAPL200717C00290000,95,-5.775,95.3,95.65,419,2.985,0.9644,0.0012,2272,290.000,AAPL200717P00290000,0.01,0.005,0,0.01,5,1.5421,-0.0004,0,12932
07/17/2020,AAPL200717C00295000,89.25,-6.525,90.3,90.65,20,1.7231,0.9978,0.0002,1152,295.000,AAPL200717P00295000,0.01,-0.005,0,0.01,13,1.501,-0.0006,0.0001,7329
07/17/2020,AAPL200717C00300000,84.94,-5.835,85.3,85.65,75,2.5815,0.9661,0.0014,5297,300.000,AAPL200717P00300000,0.01,-0.005,0,0.01,75,1.376,-0.0004,0.0001,11634
07/17/2020,AAPL200717C00305000,79.68,-6.095,80.3,80.65,86,2.395,0.9666,0.0015,2788,305.000,AAPL200717P00305000,0.02,0.005,0,0.01,25,1.3135,-0.0006,0.0001,4366
07/17/2020,AAPL200717C00310000,75.75,-5.025,75.3,75.65,103,2.2074,0.9674,0.0015,3654,310.000,AAPL200717P00310000,0.01,-0.005,0,0.01,52,1.251,-0.0007,0.0001,7918
07/17/2020,AAPL200717C00315000,70.55,-5.2,70.3,70.65,81,1.4798,0.9939,0.0005,18952,315.000,AAPL200717P00315000,0.01,-0.005,0,0.01,152,1.126,-0.0006,0.0001,21343
07/17/2020,AAPL200717C00320000,65.55,-5.225,65.3,65.65,300,1.8832,0.967,0.0018,11058,320.000,AAPL200717P00320000,0.01,-0.015,0,0.01,685,1.0635,-0.0007,0.0001,8951
07/17/2020,AAPL200717C00325000,60.43,-5.37,60.3,60.65,140,1.701,0.9687,0.0019,14717,325.000,AAPL200717P00325000,0.01,-0.02,0.01,0.02,57,1.0912,-0.0022,0.0003,7127
07/17/2020,AAPL200717C00330000,56.05,-4.775,55.3,55.65,679,1.1768,0.9922,0.0008,6946,330.000,AAPL200717P00330000,0.02,-0.015,0.01,0.03,618,1.0328,-0.003,0.0004,12280
07/17/2020,AAPL200717C00332500,52.05,-6.15,52.8,53.2,10,0.995,0.9966,0.0005,98,332.500,AAPL200717P00332500,0.02,-0.02,0.01,0.03,58,1.001,-0.0035,0.0005,1163
07/17/2020,AAPL200717C00335000,50.95,-4.85,50.35,50.65,181,1.0255,0.9938,0.0008,6007,335.000,AAPL200717P00335000,0.03,-0.02,0.02,0.03,572,0.9529,-0.0036,0.0005,4638
07/17/2020,AAPL200717C00337500,52.17,0,47.8,48.15,0,0.8883,0.9968,0.0005,50,337.500,AAPL200717P00337500,0.03,-0.025,0.02,0.04,235,0.9389,-0.0049,0.0007,976
07/17/2020,AAPL200717C00340000,45.17,-5.655,45.35,45.6,446,1.2398,0.9691,0.0026,8634,340.000,AAPL200717P00340000,0.04,-0.02,0.03,0.04,297,0.9005,-0.0056,0.0008,7487
07/17/2020,AAPL200717C00342500,44.65,-3.675,42.85,43.2,1,0.9267,0.99,0.0013,150,342.500,AAPL200717P00342500,0.03,-0.04,0.03,0.05,408,0.8661,-0.0064,0.001,1257
07/17/2020,AAPL200717C00345000,40.68,-5.195,40.35,40.6,190,0.8731,0.9899,0.0014,3994,345.000,AAPL200717P00345000,0.04,-0.045,0.04,0.05,172,0.8267,-0.0073,0.0011,5190
07/17/2020,AAPL200717C00347500,37.85,-5.525,37.85,38.2,1,0.9006,0.9822,0.0023,176,347.500,AAPL200717P00347500,0.05,-0.04,0.04,0.06,322,0.8023,-0.0092,0.0015,2894
07/17/2020,AAPL200717C00350000,35.18,-5.67,35.35,35.7,565,0.783,0.9876,0.0019,8952,350.000,AAPL200717P00350000,0.06,-0.045,0.05,0.06,987,0.7567,-0.0099,0.0016,14154
07/17/2020,AAPL200717C00352500,31.53,-6.87,32.85,33.2,5,0.7933,0.98,0.0029,241,352.500,AAPL200717P00352500,0.07,-0.05,0.06,0.07,185,0.7216,-0.0119,0.002,1704
07/17/2020,AAPL200717C00355000,30.72,-5.205,30.4,30.7,171,0.8213,0.9669,0.0042,12229,355.000,AAPL200717P00355000,0.08,-0.075,0.08,0.09,966,0.6984,-0.0157,0.0026,13081
07/17/2020,AAPL200717C00357500,28.15,-5.275,27.95,28.2,17,0.8297,0.9521,0.0056,628,357.500,AAPL200717P00357500,0.09,-0.08,0.09,0.1,317,0.6592,-0.0185,0.0032,2735
07/17/2020,AAPL200717C00360000,25.61,-5.365,25.45,25.75,395,0.645,0.9738,0.0044,7020,360.000,AAPL200717P00360000,0.11,-0.09,0.11,0.12,1264,0.6236,-0.023,0.0041,6946
07/17/2020,AAPL200717C00362500,23.4,-5.125,23,23.25,27,0.6077,0.9672,0.0056,815,362.500,AAPL200717P00362500,0.14,-0.105,0.14,0.15,516,0.5923,-0.0291,0.0052,4667
07/17/2020,AAPL200717C00365000,20.73,-5.345,20.55,20.8,310,0.5649,0.9607,0.007,5823,365.000,AAPL200717P00365000,0.2,-0.1,0.18,0.2,1903,0.5642,-0.0391,0.007,8438
07/17/2020,AAPL200717C00367500,18.52,-5.155,18.1,18.4,82,0.5521,0.9424,0.0098,2028,367.500,AAPL200717P00367500,0.25,-0.13,0.25,0.27,829,0.5394,-0.0527,0.0093,3599
07/17/2020,AAPL200717C00370000,15.7,-5.575,15.75,15.95,746,0.5181,0.9254,0.0127,6932,370.000,AAPL200717P00370000,0.36,-0.12,0.36,0.37,3979,0.5148,-0.0736,0.0127,11784
07/17/2020,AAPL200717C00372500,14.05,-4.85,13.4,13.6,311,0.4991,0.8945,0.0171,3123,372.500,AAPL200717P00372500,0.54,-0.09,0.53,0.55,2357,0.4945,-0.1036,0.0171,3113
07/17/2020,AAPL200717C00375000,11.4,-5.2,11.2,11.4,824,0.4843,0.8514,0.0224,5966,375.000,AAPL200717P00375000,0.78,-0.045,0.79,0.82,6471,0.4823,-0.1483,0.0225,8024
07/17/2020,AAPL200717C00377500,9.17,-5.205,9.1,9.35,300,0.4704,0.7948,0.0283,1828,377.500,AAPL200717P00377500,1.21,0.095,1.2,1.23,5992,0.4746,-0.208,0.0283,6330
07/17/2020,AAPL200717C00380000,7.23,-5.02,7.2,7.35,5877,0.4716,0.7108,0.034,8533,380.000,AAPL200717P00380000,1.8,0.31,1.8,1.82,19201,0.4671,-0.2855,0.0341,15664
07/17/2020,AAPL200717C00382500,5.55,-4.725,5.5,5.65,1804,0.4651,0.6224,0.0383,3347,382.500,AAPL200717P00382500,2.6,0.61,2.59,2.63,7120,0.4604,-0.3767,0.0386,8983
07/17/2020,AAPL200717C00385000,4.22,-4.23,4.05,4.2,19413,0.4573,0.5276,0.0408,9983,385.000,AAPL200717P00385000,3.65,0.995,3.6,3.7,21016,0.452,-0.4763,0.0413,8881
07/17/2020,AAPL200717C00387500,2.92,-3.855,2.9,2.95,16268,0.4517,0.422,0.0406,3343,387.500,AAPL200717P00387500,5,1.5,4.85,5,6760,0.4512,-0.571,0.0407,4502
07/17/2020,AAPL200717C00390000,2,-3.35,1.97,1.99,38345,0.4485,0.3237,0.0375,16748,390.000,AAPL200717P00390000,6.6,2.075,6.45,6.6,8943,0.4465,-0.6782,0.0376,9343
07/17/2020,AAPL200717C00392500,1.29,-2.81,1.29,1.32,13429,0.4456,0.2366,0.0324,5384,392.500,AAPL200717P00392500,7.83,2.005,8.2,8.4,707,0.4397,-0.7677,0.0325,1953
07/17/2020,AAPL200717C00395000,0.85,-2.25,0.81,0.83,25634,0.4473,0.1648,0.026,11627,395.000,AAPL200717P00395000,10.3,3,10.25,10.45,1248,0.446,-0.8332,0.0263,4687
07/17/2020,AAPL200717C00397500,0.54,-1.75,0.51,0.52,8478,0.4509,0.114,0.02,9009,397.500,AAPL200717P00397500,12.46,3.46,12.35,12.7,107,0.443,-0.8928,0.0195,1958
07/17/2020,AAPL200717C00400000,0.33,-1.355,0.32,0.33,36874,0.4632,0.0762,0.0145,28084,400.000,AAPL200717P00400000,15,4.1,14.75,14.95,520,0.4436,-0.9311,0.014,5394
07/17/2020,AAPL200717C00405000,0.15,-0.755,0.14,0.15,15469,0.4886,0.0355,0.0075,17644,405.000,AAPL200717P00405000,19.35,4.225,19.5,19.85,122,0.458,-0.9732,0.0063,336
07/17/2020,AAPL200717C00410000,0.09,-0.4,0.08,0.09,17596,0.5399,0.0204,0.0043,15919,410.000,AAPL200717P00410000,26.1,6.375,24.45,24.75,90,0,-0.9921,0.0022,213
07/17/2020,AAPL200717C00415000,0.06,-0.225,0.05,0.06,4244,0.5899,0.0127,0.0026,10566,415.000,AAPL200717P00415000,29.27,4.72,29.5,29.7,13,0.5219,-0.9944,0.0014,115
07/17/2020,AAPL200717C00420000,0.05,-0.125,0.04,0.05,3061,0.6573,0.0098,0.0019,10106,420.000,AAPL200717P00420000,35.1,5.675,34.45,34.7,3,0.5226,-0.9984,0.0005,103
07/17/2020,AAPL200717C00425000,0.03,-0.085,0.03,0.05,3560,0.7198,0.0076,0.0014,7416,425.000,AAPL200717P00425000,38.5,4.175,39.4,39.75,4,0.6876,-0.9943,0.0011,60
07/17/2020,AAPL200717C00430000,0.03,-0.055,0.03,0.04,2155,0.7848,0.0064,0.0011,6323,430.000,AAPL200717P00430000,39,0,44.4,44.7,0,0,-0.9821,0.0022,51
07/17/2020,AAPL200717C00435000,0.03,-0.025,0.02,0.03,739,0.8287,0.0046,0.0008,5936,435.000,AAPL200717P00435000,51,6.725,49.4,49.7,6,0,-0.9932,0.001,83
07/17/2020,AAPL200717C00440000,0.02,-0.025,0.02,0.03,2231,0.8957,0.0041,0.0006,7233,440.000,AAPL200717P00440000,55.91,0,54.4,54.7,0,0,-0.9987,0.0002,39
07/17/2020,AAPL200717C00445000,0.02,-0.015,0.02,0.03,184,0.9646,0.004,0.0006,2182,445.000,AAPL200717P00445000,60.65,6.35,59.4,59.7,22,0,-0.9961,0.0006,20
07/17/2020,AAPL200717C00450000,0.02,-0.015,0.01,0.02,517,0.978,0.0023,0.0003,10844,450.000,AAPL200717P00450000,61.64,2.565,64.4,64.7,3,0.9161,-0.9987,0.0002,51
07/17/2020,AAPL200717C00455000,0.01,-0.02,0,0.01,383,0.9435,0.0008,0.0001,2854,455.000,AAPL200717P00455000,69.35,5.25,69.4,69.7,4,0,-0.9984,0.0002,14
07/17/2020,AAPL200717C00460000,0.01,-0.015,0,0.01,36,1.0255,0.001,0.0002,3722,460.000,AAPL200717P00460000,75.9,6.775,74.4,74.7,2,1.4581,-0.9841,0.0013,1
07/17/2020,AAPL200717C00465000,0.01,-0.005,0,0.01,340,1.0255,0.0005,0.0001,1143,465.000,AAPL200717P00465000,0,0,79.4,79.7,0,0,-0.9966,0.0004,0
07/17/2020,AAPL200717C00470000,0.01,-0.005,0,0.01,1219,1.1474,0.001,0.0001,1655,470.000,AAPL200717P00470000,84.15,5.025,84.4,84.7,4,0,-0.9969,0.0003,5
07/17/2020,AAPL200717C00475000,0.01,-0.005,0,0.01,655,1.1474,0.0006,0.0001,1308,475.000,AAPL200717P00475000,90.9,6.65,89.4,89.7,9,1.6175,-0.9889,0.0008,0
07/17/2020,AAPL200717C00480000,0.01,0,0,0.01,84,1.2694,0.001,0.0001,2053,480.000,AAPL200717P00480000,95.9,6.65,94.4,94.7,5,1.4169,-0.9971,0.0003,0
07/17/2020,AAPL200717C00485000,0.01,0.005,0,0.01,28,1.2694,0.0006,0.0001,2288,485.000,AAPL200717P00485000,88.4,0,99.4,99.7,0,1.3716,-0.9986,0.0002,0
07/17/2020,AAPL200717C00490000,0.01,0,0,0.01,0,1.3303,0.0006,0.0001,2464,490.000,AAPL200717P00490000,99.24,0,104.4,104.7,0,0,-1,0.0002,0
07/17/2020,AAPL200717C00495000,0.01,0,0,0.01,7,1.3913,0.0007,0.0001,1062,495.000,AAPL200717P00495000,104.51,0,109.4,109.7,0,0,-0.9992,0.0001,0
07/17/2020,AAPL200717C00500000,0.01,0.005,0,0.01,51,1.3913,0.0004,0.0001,5811,500.000,AAPL200717P00500000,111.05,0,114.4,114.7,0,1.6551,-0.9974,0.0002,14
07/17/2020,AAPL200717C00505000,0.02,0,0,0.01,0,1.5132,0.0007,0.0001,1068,505.000,AAPL200717P00505000,120.9,6.65,119.4,119.7,5,0,-1,0.0002,0
07/17/2020,AAPL200717C00510000,0.01,0.005,0,0.01,5,1.5132,0.0005,0.0001,2628,510.000,AAPL200717P00510000,145.75,0,124.4,124.7,0,0,-0.998,0.0002,0
07/17/2020,AAPL200717C00515000,0.01,0,0,0.01,0,1.5483,0.0004,0,950,515.000,AAPL200717P00515000,139.25,0,129.4,129.7,0,1.6392,-0.9992,0.0001,0
07/17/2020,AAPL200717C00520000,0.01,0,0,0.01,0,1.6705,0.0007,0.0001,1692,520.000,AAPL200717P00520000,120.6,0,134.4,134.7,0,0,-1,0.0002,0
07/17/2020,AAPL200717C00525000,0.01,0.005,0,0.01,20,1.682,0.0005,0.0001,1741,525.000,AAPL200717P00525000,0,0,139.4,139.7,0,0,-0.9977,0.0002,0
07/17/2020,AAPL200717C00530000,0.01,0,0,0.01,0,1.6974,0.0004,0,1389,530.000,AAPL200717P00530000,131.7,0,144.4,144.7,0,1.7222,-0.9995,0,1
07/17/2020,AAPL200717C00535000,0.01,0,0,0.01,0,1.8125,0.0006,0.0001,3757,535.000,AAPL200717P00535000,146.05,0,149.4,149.7,0,0,-0.9979,0.0002,3
07/17/2020,AAPL200717C00540000,0.01,0.005,0,0.01,100,1.8312,0.0005,0,8735,540.000,AAPL200717P00540000,156.05,0,154.4,154.7,0,0,-0.9972,0.0002,3
07/24/2020,AAPL200724C00170000,198.03,0,215.15,215.7,0,1.5871,0.9998,0,1,170.000,AAPL200724P00170000,0.03,0,0,0.01,0,1.5948,-0.0002,0,2
07/24/2020,AAPL200724C00175000,0,0,210.15,210.7,0,1.5656,0.9998,0,0,175.000,AAPL200724P00175000,0.01,0,0,0.01,0,1.6086,-0.0003,0,1
07/24/2020,AAPL200724C00180000,0,0,205.15,205.7,0,1.6766,0.9992,0,0,180.000,AAPL200724P00180000,0.01,0,0,0.01,0,1.501,-0.0002,0,23
07/24/2020,AAPL200724C00185000,0,0,199.7,201.5,0,1.6962,0.9988,0,0,185.000,AAPL200724P00185000,0,0,0,0.01,0,1.4385,-0.0002,0,5
07/24/2020,AAPL200724C00190000,0,0,194.7,196.5,0,1.6352,0.9988,0,0,190.000,AAPL200724P00190000,0.04,0,0,0.01,0,1.376,-0.0002,0,29
07/24/2020,AAPL200724C00195000,183.35,0,189.75,191.4,0,1.4313,0.9995,0,5,195.000,AAPL200724P00195000,0.02,0,0,0.01,0,1.4372,-0.0005,0,4
07/24/2020,AAPL200724C00200000,178.35,0,184.7,186.45,0,1.3913,0.9995,0,6,200.000,AAPL200724P00200000,0.04,0,0,0.01,0,1.251,-0.0002,0,118
07/24/2020,AAPL200724C00205000,172,0,179.85,180.55,0,0.02,1,0,5,205.000,AAPL200724P00205000,0.02,0,0,0.01,0,1.251,-0.0003,0,6
07/24/2020,AAPL200724C00210000,173,0,174.8,175.65,0,0.02,1,0.0002,15,210.000,AAPL200724P00210000,0.01,0,0,0.01,0,1.1885,-0.0002,0,54
07/24/2020,AAPL200724C00215000,161.45,0,170,170.65,0,1.3913,0.9982,0.0001,22,215.000,AAPL200724P00215000,0.01,0,0,0.01,0,1.126,-0.0002,0,201
07/24/2020,AAPL200724C00220000,144.54,0,165.2,165.65,0,0.02,1,0,30,220.000,AAPL200724P00220000,0.02,0,0,0.01,0,1.2197,-0.0007,0,116
07/24/2020,AAPL200724C00225000,151.56,0,159.85,160.65,0,1.1668,0.9993,0,16,225.000,AAPL200724P00225000,0.04,0,0,0.01,0,1.0635,-0.0003,0,121
07/24/2020,AAPL200724C00230000,160.18,0,155.15,155.65,0,0.02,1,0.0001,62,230.000,AAPL200724P00230000,0.02,0,0,0.01,0,1.001,-0.0002,0,11
07/24/2020,AAPL200724C00235000,152.71,0,149.75,150.65,0,0.02,1,0.0001,24,235.000,AAPL200724P00235000,0.01,0,0,0.01,0,1.001,-0.0004,0,23
07/24/2020,AAPL200724C00240000,144.3,-6.15,145.15,145.65,9,0.02,1,0.0002,40,240.000,AAPL200724P00240000,0.02,0,0,0.01,0,0.9385,-0.0003,0,101
07/24/2020,AAPL200724C00245000,142.9,0,139.75,140.65,0,0.02,1,0,20,245.000,AAPL200724P00245000,0.01,0,0,0.01,0,0.9169,-0.0004,0,233
07/24/2020,AAPL200724C00250000,134.7,-6.1,135.3,135.65,9,0.9771,0.9988,0.0001,3,250.000,AAPL200724P00250000,0.01,-0.005,0,0.01,15,0.8706,-0.0003,0,566
07/24/2020,AAPL200724C00255000,132.9,0,130.3,130.65,0,1.0255,0.9973,0.0001,19,255.000,AAPL200724P00255000,0.03,0,0,0.02,0,0.8877,-0.0007,0,549
07/24/2020,AAPL200724C00260000,128.35,0,124.9,126.1,0,0.9159,0.9984,0.0001,43,260.000,AAPL200724P00260000,0.02,0.005,0.01,0.02,20,0.8698,-0.001,0.0001,650
07/24/2020,AAPL200724C00265000,124.82,0,120.35,120.65,0,0.873,0.9984,0.0001,61,265.000,AAPL200724P00265000,0.02,0.01,0,0.02,20,0.8412,-0.0011,0.0001,221
07/24/2020,AAPL200724C00270000,114.1,-6.7,115.35,115.65,20,1.4366,0.9617,0.001,22,270.000,AAPL200724P00270000,0.02,0.005,0,0.02,25,0.7651,-0.0007,0.0001,172
07/24/2020,AAPL200724C00275000,91.65,0,110.15,110.95,0,0.02,1,0.0003,6,275.000,AAPL200724P00275000,0.03,0.005,0.01,0.03,19,0.7778,-0.0015,0.0001,449
07/24/2020,AAPL200724C00280000,104.25,0,105.35,105.7,0,0.8274,0.996,0.0002,38,280.000,AAPL200724P00280000,0.04,0.01,0.02,0.04,19,0.7691,-0.0022,0.0002,930
07/24/2020,AAPL200724C00285000,99.71,-6.14,100.35,100.7,1,0.7873,0.9957,0.0003,66,285.000,AAPL200724P00285000,0.05,0.01,0.04,0.05,6,0.7595,-0.0033,0.0002,406
07/24/2020,AAPL200724C00290000,94.15,-6.7,95,96.2,9,0.7505,0.9953,0.0003,65,290.000,AAPL200724P00290000,0.06,0,0.04,0.06,2,0.7289,-0.0038,0.0003,784
07/24/2020,AAPL200724C00295000,95.3,0,90.4,90.75,0,1.0685,0.9607,0.0014,31,295.000,AAPL200724P00295000,0.06,-0.015,0.06,0.07,15,0.7101,-0.0049,0.0003,413
07/24/2020,AAPL200724C00300000,84.75,-6.15,85.4,85.75,33,0.8094,0.9837,0.0009,307,300.000,AAPL200724P00300000,0.09,0,0.07,0.09,128,0.6893,-0.0064,0.0005,1786
07/24/2020,AAPL200724C00302500,82.5,-5.65,82.15,84.4,2,0.7529,0.9867,0.0008,5,302.500,AAPL200724P00302500,0.1,-0.005,0.08,0.1,5,0.6741,-0.0069,0.0005,135
07/24/2020,AAPL200724C00305000,88.65,0,80.45,80.75,0,0.54,0.9984,0.0002,70,305.000,AAPL200724P00305000,0.11,0,0.09,0.11,48,0.665,-0.0079,0.0006,204
07/24/2020,AAPL200724C00307500,77.15,-6.025,77.05,79.3,1,0.6456,0.9917,0.0006,74,307.500,AAPL200724P00307500,0.12,-0.005,0.11,0.13,3,0.6571,-0.0092,0.0007,241
07/24/2020,AAPL200724C00310000,78.25,0,75.45,75.8,0,0.5366,0.9972,0.0003,185,310.000,AAPL200724P00310000,0.16,0.025,0.12,0.14,67,0.643,-0.0101,0.0007,518
07/24/2020,AAPL200724C00312500,72.3,-5.85,72.05,74.5,1,0.6637,0.9851,0.001,18,312.500,AAPL200724P00312500,0.15,-0.005,0.14,0.16,8,0.6337,-0.0116,0.0008,231
07/24/2020,AAPL200724C00315000,73.11,-2.865,70.5,70.8,8,0.6272,0.9864,0.001,69,315.000,AAPL200724P00315000,0.2,0.03,0.16,0.17,103,0.6206,-0.0128,0.0009,662
07/24/2020,AAPL200724C00317500,67.24,0,67.25,69.4,0,0.6399,0.9814,0.0012,25,317.500,AAPL200724P00317500,0.23,0.04,0.18,0.2,3,0.6101,-0.0147,0.0011,158
07/24/2020,AAPL200724C00320000,65.57,-5.455,65.55,65.9,1,0.5653,0.9878,0.001,265,320.000,AAPL200724P00320000,0.23,0.015,0.2,0.22,30,0.5985,-0.0166,0.0012,1203
07/24/2020,AAPL200724C00322500,63.49,0,62.35,64.55,0,0.635,0.9734,0.0017,69,322.500,AAPL200724P00322500,0.29,0.055,0.22,0.25,6,0.5883,-0.0188,0.0014,224
07/24/2020,AAPL200724C00325000,60.87,-5.205,60.6,60.9,14,0.5977,0.975,0.0017,145,325.000,AAPL200724P00325000,0.28,0.015,0.26,0.28,145,0.5767,-0.0212,0.0015,539
